# Average annual utilization of renewable technologies, calculated using regional solar irradiance data and wind resource curves to adjust default assumptions
region,supplysector,subsector,stub.technology,year,capacity.factor
India,electricity,solar,PV_storage,2065,0.247360719
Indonesia,electricity,solar,PV_storage,2065,0.231764576
Japan,electricity,solar,PV_storage,2065,0.18912206
Mexico,electricity,solar,PV_storage,2065,0.268432483
Middle East,electricity,solar,PV_storage,2065,0.27372128
Pakistan,electricity,solar,PV_storage,2065,0.259618517
Russia,electricity,solar,PV_storage,2065,0.130216352
South Africa,electricity,solar,PV_storage,2065,0.276146447
South America_Northern,electricity,solar,PV_storage,2065,0.243079329
South America_Southern,electricity,solar,PV_storage,2065,0.240659276
South Asia,electricity,solar,PV_storage,2065,0.25478562
South Korea,electricity,solar,PV_storage,2065,0.209226928
Southeast Asia,electricity,solar,PV_storage,2065,0.237728709
Taiwan,electricity,solar,PV_storage,2065,0.199958443
Argentina,electricity,solar,PV_storage,2065,0.232851932
Colombia,electricity,solar,PV_storage,2065,0.218840056
USA,electricity,solar,PV,2070,0.200000279
Africa_Eastern,electricity,solar,PV,2070,0.282363716
Africa_Northern,electricity,solar,PV,2070,0.280199153
Africa_Southern,electricity,solar,PV,2070,0.275541762
Africa_Western,electricity,solar,PV,2070,0.273568227
Australia_NZ,electricity,solar,PV,2070,0.272521652
Brazil,electricity,solar,PV,2070,0.246714494
Canada,electricity,solar,PV,2070,0.129780734
Central America and Caribbean,electricity,solar,PV,2070,0.25133217
Central Asia,electricity,solar,PV,2070,0.214675695
China,electricity,solar,PV,2070,0.239885029
EU-12,electricity,solar,PV,2070,0.165519569
EU-15,electricity,solar,PV,2070,0.183181869
Europe_Eastern,electricity,solar,PV,2070,0.162879869
Europe_Non_EU,electricity,solar,PV,2070,0.219534769
European Free Trade Association,electricity,solar,PV,2070,0.109905752
India,electricity,solar,PV,2070,0.247360719
Indonesia,electricity,solar,PV,2070,0.231764576
Japan,electricity,solar,PV,2070,0.18912206
Mexico,electricity,solar,PV,2070,0.268432483
Middle East,electricity,solar,PV,2070,0.27372128
Pakistan,electricity,solar,PV,2070,0.259618517
Russia,electricity,solar,PV,2070,0.130216352
South Africa,electricity,solar,PV,2070,0.276146447
South America_Northern,electricity,solar,PV,2070,0.243079329
South America_Southern,electricity,solar,PV,2070,0.240659276
South Asia,electricity,solar,PV,2070,0.25478562
South Korea,electricity,solar,PV,2070,0.209226928
Southeast Asia,electricity,solar,PV,2070,0.237728709
Taiwan,electricity,solar,PV,2070,0.199958443
Argentina,electricity,solar,PV,2070,0.232851932
Colombia,electricity,solar,PV,2070,0.218840056
USA,electricity,solar,PV_storage,2070,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2070,0.282363716
Africa_Northern,electricity,solar,PV_storage,2070,0.280199153
Africa_Southern,electricity,solar,PV_storage,2070,0.275541762
Africa_Western,electricity,solar,PV_storage,2070,0.273568227
Australia_NZ,electricity,solar,PV_storage,2070,0.272521652
Brazil,electricity,solar,PV_storage,2070,0.246714494
Canada,electricity,solar,PV_storage,2070,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2070,0.25133217
Central Asia,electricity,solar,PV_storage,2070,0.214675695
China,electricity,solar,PV_storage,2070,0.239885029
EU-12,electricity,solar,PV_storage,2070,0.165519569
EU-15,electricity,solar,PV_storage,2070,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2070,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2070,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2070,0.109905752
India,electricity,solar,PV_storage,2070,0.247360719
Indonesia,electricity,solar,PV_storage,2070,0.231764576
Japan,electricity,solar,PV_storage,2070,0.18912206
Mexico,electricity,solar,PV_storage,2070,0.268432483
Middle East,electricity,solar,PV_storage,2070,0.27372128
Pakistan,electricity,solar,PV_storage,2070,0.259618517
Russia,electricity,solar,PV_storage,2070,0.130216352
South Africa,electricity,solar,PV_storage,2070,0.276146447
South America_Northern,electricity,solar,PV_storage,2070,0.243079329
South America_Southern,electricity,solar,PV_storage,2070,0.240659276
South Asia,electricity,solar,PV_storage,2070,0.25478562
South Korea,electricity,solar,PV_storage,2070,0.209226928
Southeast Asia,electricity,solar,PV_storage,2070,0.237728709
Taiwan,electricity,solar,PV_storage,2070,0.199958443
Argentina,electricity,solar,PV_storage,2070,0.232851932
Colombia,electricity,solar,PV_storage,2070,0.218840056
USA,electricity,solar,PV,2075,0.200000279
Africa_Eastern,electricity,solar,PV,2075,0.282363716
Africa_Northern,electricity,solar,PV,2075,0.280199153
Africa_Southern,electricity,solar,PV,2075,0.275541762
Africa_Western,electricity,solar,PV,2075,0.273568227
Australia_NZ,electricity,solar,PV,2075,0.272521652
Brazil,electricity,solar,PV,2075,0.246714494
Canada,electricity,solar,PV,2075,0.129780734
Central America and Caribbean,electricity,solar,PV,2075,0.25133217
Central Asia,electricity,solar,PV,2075,0.214675695
China,electricity,solar,PV,2075,0.239885029
EU-12,electricity,solar,PV,2075,0.165519569
EU-15,electricity,solar,PV,2075,0.183181869
Europe_Eastern,electricity,solar,PV,2075,0.162879869
Europe_Non_EU,electricity,solar,PV,2075,0.219534769
European Free Trade Association,electricity,solar,PV,2075,0.109905752
India,electricity,solar,PV,2075,0.247360719
Indonesia,electricity,solar,PV,2075,0.231764576
Japan,electricity,solar,PV,2075,0.18912206
Mexico,electricity,solar,PV,2075,0.268432483
Middle East,electricity,solar,PV,2075,0.27372128
Pakistan,electricity,solar,PV,2075,0.259618517
Russia,electricity,solar,PV,2075,0.130216352
South Africa,electricity,solar,PV,2075,0.276146447
South America_Northern,electricity,solar,PV,2075,0.243079329
South America_Southern,electricity,solar,PV,2075,0.240659276
South Asia,electricity,solar,PV,2075,0.25478562
South Korea,electricity,solar,PV,2075,0.209226928
Southeast Asia,electricity,solar,PV,2075,0.237728709
Taiwan,electricity,solar,PV,2075,0.199958443
Argentina,electricity,solar,PV,2075,0.232851932
Colombia,electricity,solar,PV,2075,0.218840056
USA,electricity,solar,PV_storage,2075,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2075,0.282363716
Africa_Northern,electricity,solar,PV_storage,2075,0.280199153
Africa_Southern,electricity,solar,PV_storage,2075,0.275541762
Africa_Western,electricity,solar,PV_storage,2075,0.273568227
Australia_NZ,electricity,solar,PV_storage,2075,0.272521652
Brazil,electricity,solar,PV_storage,2075,0.246714494
Canada,electricity,solar,PV_storage,2075,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2075,0.25133217
Central Asia,electricity,solar,PV_storage,2075,0.214675695
China,electricity,solar,PV_storage,2075,0.239885029
EU-12,electricity,solar,PV_storage,2075,0.165519569
EU-15,electricity,solar,PV_storage,2075,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2075,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2075,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2075,0.109905752
India,electricity,solar,PV_storage,2075,0.247360719
Indonesia,electricity,solar,PV_storage,2075,0.231764576
Japan,electricity,solar,PV_storage,2075,0.18912206
Mexico,electricity,solar,PV_storage,2075,0.268432483
Middle East,electricity,solar,PV_storage,2075,0.27372128
Pakistan,electricity,solar,PV_storage,2075,0.259618517
Russia,electricity,solar,PV_storage,2075,0.130216352
South Africa,electricity,solar,PV_storage,2075,0.276146447
South America_Northern,electricity,solar,PV_storage,2075,0.243079329
South America_Southern,electricity,solar,PV_storage,2075,0.240659276
South Asia,electricity,solar,PV_storage,2075,0.25478562
South Korea,electricity,solar,PV_storage,2075,0.209226928
Southeast Asia,electricity,solar,PV_storage,2075,0.237728709
Taiwan,electricity,solar,PV_storage,2075,0.199958443
Argentina,electricity,solar,PV_storage,2075,0.232851932
Colombia,electricity,solar,PV_storage,2075,0.218840056
USA,electricity,solar,PV,2080,0.200000279
Africa_Eastern,electricity,solar,PV,2080,0.282363716
Africa_Northern,electricity,solar,PV,2080,0.280199153
Africa_Southern,electricity,solar,PV,2080,0.275541762
Africa_Western,electricity,solar,PV,2080,0.273568227
Australia_NZ,electricity,solar,PV,2080,0.272521652
Brazil,electricity,solar,PV,2080,0.246714494
Canada,electricity,solar,PV,2080,0.129780734
Central America and Caribbean,electricity,solar,PV,2080,0.25133217
Central Asia,electricity,solar,PV,2080,0.214675695
China,electricity,solar,PV,2080,0.239885029
EU-12,electricity,solar,PV,2080,0.165519569
EU-15,electricity,solar,PV,2080,0.183181869
Europe_Eastern,electricity,solar,PV,2080,0.162879869
Europe_Non_EU,electricity,solar,PV,2080,0.219534769
European Free Trade Association,electricity,solar,PV,2080,0.109905752
India,electricity,solar,PV,2080,0.247360719
Indonesia,electricity,solar,PV,2080,0.231764576
Japan,electricity,solar,PV,2080,0.18912206
Mexico,electricity,solar,PV,2080,0.268432483
Middle East,electricity,solar,PV,2080,0.27372128
Pakistan,electricity,solar,PV,2080,0.259618517
Russia,electricity,solar,PV,2080,0.130216352
South Africa,electricity,solar,PV,2080,0.276146447
South America_Northern,electricity,solar,PV,2080,0.243079329
South America_Southern,electricity,solar,PV,2080,0.240659276
South Asia,electricity,solar,PV,2080,0.25478562
South Korea,electricity,solar,PV,2080,0.209226928
Southeast Asia,electricity,solar,PV,2080,0.237728709
Taiwan,electricity,solar,PV,2080,0.199958443
Argentina,electricity,solar,PV,2080,0.232851932
Colombia,electricity,solar,PV,2080,0.218840056
USA,electricity,solar,PV_storage,2080,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2080,0.282363716
Africa_Northern,electricity,solar,PV_storage,2080,0.280199153
Africa_Southern,electricity,solar,PV_storage,2080,0.275541762
Africa_Western,electricity,solar,PV_storage,2080,0.273568227
Australia_NZ,electricity,solar,PV_storage,2080,0.272521652
Brazil,electricity,solar,PV_storage,2080,0.246714494
Canada,electricity,solar,PV_storage,2080,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2080,0.25133217
Central Asia,electricity,solar,PV_storage,2080,0.214675695
China,electricity,solar,PV_storage,2080,0.239885029
EU-12,electricity,solar,PV_storage,2080,0.165519569
EU-15,electricity,solar,PV_storage,2080,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2080,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2080,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2080,0.109905752
India,electricity,solar,PV_storage,2080,0.247360719
Indonesia,electricity,solar,PV_storage,2080,0.231764576
Japan,electricity,solar,PV_storage,2080,0.18912206
Mexico,electricity,solar,PV_storage,2080,0.268432483
Middle East,electricity,solar,PV_storage,2080,0.27372128
Pakistan,electricity,solar,PV_storage,2080,0.259618517
Russia,electricity,solar,PV_storage,2080,0.130216352
South Africa,electricity,solar,PV_storage,2080,0.276146447
South America_Northern,electricity,solar,PV_storage,2080,0.243079329
South America_Southern,electricity,solar,PV_storage,2080,0.240659276
South Asia,electricity,solar,PV_storage,2080,0.25478562
South Korea,electricity,solar,PV_storage,2080,0.209226928
Southeast Asia,electricity,solar,PV_storage,2080,0.237728709
Taiwan,electricity,solar,PV_storage,2080,0.199958443
Argentina,electricity,solar,PV_storage,2080,0.232851932
Colombia,electricity,solar,PV_storage,2080,0.218840056
USA,electricity,solar,PV,2085,0.200000279
Africa_Eastern,electricity,solar,PV,2085,0.282363716
Africa_Northern,electricity,solar,PV,2085,0.280199153
Africa_Southern,electricity,solar,PV,2085,0.275541762
Africa_Western,electricity,solar,PV,2085,0.273568227
Australia_NZ,electricity,solar,PV,2085,0.272521652
Brazil,electricity,solar,PV,2085,0.246714494
Canada,electricity,solar,PV,2085,0.129780734
Central America and Caribbean,electricity,solar,PV,2085,0.25133217
Central Asia,electricity,solar,PV,2085,0.214675695
China,electricity,solar,PV,2085,0.239885029
EU-12,electricity,solar,PV,2085,0.165519569
EU-15,electricity,solar,PV,2085,0.183181869
Europe_Eastern,electricity,solar,PV,2085,0.162879869
Europe_Non_EU,electricity,solar,PV,2085,0.219534769
European Free Trade Association,electricity,solar,PV,2085,0.109905752
India,electricity,solar,PV,2085,0.247360719
Indonesia,electricity,solar,PV,2085,0.231764576
Japan,electricity,solar,PV,2085,0.18912206
Mexico,electricity,solar,PV,2085,0.268432483
Middle East,electricity,solar,PV,2085,0.27372128
Pakistan,electricity,solar,PV,2085,0.259618517
Russia,electricity,solar,PV,2085,0.130216352
South Africa,electricity,solar,PV,2085,0.276146447
South America_Northern,electricity,solar,PV,2085,0.243079329
South America_Southern,electricity,solar,PV,2085,0.240659276
South Asia,electricity,solar,PV,2085,0.25478562
South Korea,electricity,solar,PV,2085,0.209226928
Southeast Asia,electricity,solar,PV,2085,0.237728709
Taiwan,electricity,solar,PV,2085,0.199958443
Argentina,electricity,solar,PV,2085,0.232851932
Colombia,electricity,solar,PV,2085,0.218840056
USA,electricity,solar,PV_storage,2085,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2085,0.282363716
Africa_Northern,electricity,solar,PV_storage,2085,0.280199153
Africa_Southern,electricity,solar,PV_storage,2085,0.275541762
Africa_Western,electricity,solar,PV_storage,2085,0.273568227
Australia_NZ,electricity,solar,PV_storage,2085,0.272521652
Brazil,electricity,solar,PV_storage,2085,0.246714494
Canada,electricity,solar,PV_storage,2085,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2085,0.25133217
Central Asia,electricity,solar,PV_storage,2085,0.214675695
China,electricity,solar,PV_storage,2085,0.239885029
EU-12,electricity,solar,PV_storage,2085,0.165519569
EU-15,electricity,solar,PV_storage,2085,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2085,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2085,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2085,0.109905752
India,electricity,solar,PV_storage,2085,0.247360719
Indonesia,electricity,solar,PV_storage,2085,0.231764576
Japan,electricity,solar,PV_storage,2085,0.18912206
Mexico,electricity,solar,PV_storage,2085,0.268432483
Middle East,electricity,solar,PV_storage,2085,0.27372128
Pakistan,electricity,solar,PV_storage,2085,0.259618517
Russia,electricity,solar,PV_storage,2085,0.130216352
South Africa,electricity,solar,PV_storage,2085,0.276146447
South America_Northern,electricity,solar,PV_storage,2085,0.243079329
South America_Southern,electricity,solar,PV_storage,2085,0.240659276
South Asia,electricity,solar,PV_storage,2085,0.25478562
South Korea,electricity,solar,PV_storage,2085,0.209226928
Southeast Asia,electricity,solar,PV_storage,2085,0.237728709
Taiwan,electricity,solar,PV_storage,2085,0.199958443
Argentina,electricity,solar,PV_storage,2085,0.232851932
Colombia,electricity,solar,PV_storage,2085,0.218840056
USA,electricity,solar,PV,2090,0.200000279
Africa_Eastern,electricity,solar,PV,2090,0.282363716
Africa_Northern,electricity,solar,PV,2090,0.280199153
Africa_Southern,electricity,solar,PV,2090,0.275541762
Africa_Western,electricity,solar,PV,2090,0.273568227
Australia_NZ,electricity,solar,PV,2090,0.272521652
Brazil,electricity,solar,PV,2090,0.246714494
Canada,electricity,solar,PV,2090,0.129780734
Central America and Caribbean,electricity,solar,PV,2090,0.25133217
Central Asia,electricity,solar,PV,2090,0.214675695
China,electricity,solar,PV,2090,0.239885029
EU-12,electricity,solar,PV,2090,0.165519569
EU-15,electricity,solar,PV,2090,0.183181869
Europe_Eastern,electricity,solar,PV,2090,0.162879869
Europe_Non_EU,electricity,solar,PV,2090,0.219534769
European Free Trade Association,electricity,solar,PV,2090,0.109905752
India,electricity,solar,PV,2090,0.247360719
Indonesia,electricity,solar,PV,2090,0.231764576
Japan,electricity,solar,PV,2090,0.18912206
Mexico,electricity,solar,PV,2090,0.268432483
Middle East,electricity,solar,PV,2090,0.27372128
Pakistan,electricity,solar,PV,2090,0.259618517
Russia,electricity,solar,PV,2090,0.130216352
South Africa,electricity,solar,PV,2090,0.276146447
South America_Northern,electricity,solar,PV,2090,0.243079329
South America_Southern,electricity,solar,PV,2090,0.240659276
South Asia,electricity,solar,PV,2090,0.25478562
South Korea,electricity,solar,PV,2090,0.209226928
Southeast Asia,electricity,solar,PV,2090,0.237728709
Taiwan,electricity,solar,PV,2090,0.199958443
Argentina,electricity,solar,PV,2090,0.232851932
Colombia,electricity,solar,PV,2090,0.218840056
USA,electricity,solar,PV_storage,2090,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2090,0.282363716
Africa_Northern,electricity,solar,PV_storage,2090,0.280199153
Africa_Southern,electricity,solar,PV_storage,2090,0.275541762
Africa_Western,electricity,solar,PV_storage,2090,0.273568227
Australia_NZ,electricity,solar,PV_storage,2090,0.272521652
Brazil,electricity,solar,PV_storage,2090,0.246714494
Canada,electricity,solar,PV_storage,2090,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2090,0.25133217
Central Asia,electricity,solar,PV_storage,2090,0.214675695
China,electricity,solar,PV_storage,2090,0.239885029
EU-12,electricity,solar,PV_storage,2090,0.165519569
EU-15,electricity,solar,PV_storage,2090,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2090,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2090,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2090,0.109905752
India,electricity,solar,PV_storage,2090,0.247360719
Indonesia,electricity,solar,PV_storage,2090,0.231764576
Japan,electricity,solar,PV_storage,2090,0.18912206
Mexico,electricity,solar,PV_storage,2090,0.268432483
Middle East,electricity,solar,PV_storage,2090,0.27372128
Pakistan,electricity,solar,PV_storage,2090,0.259618517
Russia,electricity,solar,PV_storage,2090,0.130216352
South Africa,electricity,solar,PV_storage,2090,0.276146447
South America_Northern,electricity,solar,PV_storage,2090,0.243079329
South America_Southern,electricity,solar,PV_storage,2090,0.240659276
South Asia,electricity,solar,PV_storage,2090,0.25478562
South Korea,electricity,solar,PV_storage,2090,0.209226928
Southeast Asia,electricity,solar,PV_storage,2090,0.237728709
Taiwan,electricity,solar,PV_storage,2090,0.199958443
Argentina,electricity,solar,PV_storage,2090,0.232851932
Colombia,electricity,solar,PV_storage,2090,0.218840056
USA,electricity,solar,PV,2095,0.200000279
Africa_Eastern,electricity,solar,PV,2095,0.282363716
Africa_Northern,electricity,solar,PV,2095,0.280199153
Africa_Southern,electricity,solar,PV,2095,0.275541762
Africa_Western,electricity,solar,PV,2095,0.273568227
Australia_NZ,electricity,solar,PV,2095,0.272521652
Brazil,electricity,solar,PV,2095,0.246714494
Canada,electricity,solar,PV,2095,0.129780734
Central America and Caribbean,electricity,solar,PV,2095,0.25133217
Central Asia,electricity,solar,PV,2095,0.214675695
China,electricity,solar,PV,2095,0.239885029
EU-12,electricity,solar,PV,2095,0.165519569
EU-15,electricity,solar,PV,2095,0.183181869
Europe_Eastern,electricity,solar,PV,2095,0.162879869
Europe_Non_EU,electricity,solar,PV,2095,0.219534769
European Free Trade Association,electricity,solar,PV,2095,0.109905752
India,electricity,solar,PV,2095,0.247360719
Indonesia,electricity,solar,PV,2095,0.231764576
Japan,electricity,solar,PV,2095,0.18912206
Mexico,electricity,solar,PV,2095,0.268432483
Middle East,electricity,solar,PV,2095,0.27372128
Pakistan,electricity,solar,PV,2095,0.259618517
Russia,electricity,solar,PV,2095,0.130216352
South Africa,electricity,solar,PV,2095,0.276146447
South America_Northern,electricity,solar,PV,2095,0.243079329
South America_Southern,electricity,solar,PV,2095,0.240659276
South Asia,electricity,solar,PV,2095,0.25478562
South Korea,electricity,solar,PV,2095,0.209226928
Southeast Asia,electricity,solar,PV,2095,0.237728709
Taiwan,electricity,solar,PV,2095,0.199958443
Argentina,electricity,solar,PV,2095,0.232851932
Colombia,electricity,solar,PV,2095,0.218840056
USA,electricity,solar,PV_storage,2095,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2095,0.282363716
Africa_Northern,electricity,solar,PV_storage,2095,0.280199153
Africa_Southern,electricity,solar,PV_storage,2095,0.275541762
Africa_Western,electricity,solar,PV_storage,2095,0.273568227
Australia_NZ,electricity,solar,PV_storage,2095,0.272521652
Brazil,electricity,solar,PV_storage,2095,0.246714494
Canada,electricity,solar,PV_storage,2095,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2095,0.25133217
Central Asia,electricity,solar,PV_storage,2095,0.214675695
China,electricity,solar,PV_storage,2095,0.239885029
EU-12,electricity,solar,PV_storage,2095,0.165519569
EU-15,electricity,solar,PV_storage,2095,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2095,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2095,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2095,0.109905752
India,electricity,solar,PV_storage,2095,0.247360719
Indonesia,electricity,solar,PV_storage,2095,0.231764576
Japan,electricity,solar,PV_storage,2095,0.18912206
Mexico,electricity,solar,PV_storage,2095,0.268432483
Middle East,electricity,solar,PV_storage,2095,0.27372128
Pakistan,electricity,solar,PV_storage,2095,0.259618517
Russia,electricity,solar,PV_storage,2095,0.130216352
South Africa,electricity,solar,PV_storage,2095,0.276146447
South America_Northern,electricity,solar,PV_storage,2095,0.243079329
South America_Southern,electricity,solar,PV_storage,2095,0.240659276
South Asia,electricity,solar,PV_storage,2095,0.25478562
South Korea,electricity,solar,PV_storage,2095,0.209226928
Southeast Asia,electricity,solar,PV_storage,2095,0.237728709
Taiwan,electricity,solar,PV_storage,2095,0.199958443
Argentina,electricity,solar,PV_storage,2095,0.232851932
Colombia,electricity,solar,PV_storage,2095,0.218840056
USA,electricity,solar,PV,2100,0.200000279
Africa_Eastern,electricity,solar,PV,2100,0.282363716
Africa_Northern,electricity,solar,PV,2100,0.280199153
Africa_Southern,electricity,solar,PV,2100,0.275541762
Africa_Western,electricity,solar,PV,2100,0.273568227
Australia_NZ,electricity,solar,PV,2100,0.272521652
Brazil,electricity,solar,PV,2100,0.246714494
Canada,electricity,solar,PV,2100,0.129780734
Central America and Caribbean,electricity,solar,PV,2100,0.25133217
Central Asia,electricity,solar,PV,2100,0.214675695
China,electricity,solar,PV,2100,0.239885029
EU-12,electricity,solar,PV,2100,0.165519569
EU-15,electricity,solar,PV,2100,0.183181869
Europe_Eastern,electricity,solar,PV,2100,0.162879869
Europe_Non_EU,electricity,solar,PV,2100,0.219534769
European Free Trade Association,electricity,solar,PV,2100,0.109905752
India,electricity,solar,PV,2100,0.247360719
Indonesia,electricity,solar,PV,2100,0.231764576
Japan,electricity,solar,PV,2100,0.18912206
Mexico,electricity,solar,PV,2100,0.268432483
Middle East,electricity,solar,PV,2100,0.27372128
Pakistan,electricity,solar,PV,2100,0.259618517
Russia,electricity,solar,PV,2100,0.130216352
South Africa,electricity,solar,PV,2100,0.276146447
South America_Northern,electricity,solar,PV,2100,0.243079329
South America_Southern,electricity,solar,PV,2100,0.240659276
South Asia,electricity,solar,PV,2100,0.25478562
South Korea,electricity,solar,PV,2100,0.209226928
Southeast Asia,electricity,solar,PV,2100,0.237728709
Taiwan,electricity,solar,PV,2100,0.199958443
Argentina,electricity,solar,PV,2100,0.232851932
Colombia,electricity,solar,PV,2100,0.218840056
USA,electricity,solar,PV_storage,2100,0.200000279
Africa_Eastern,electricity,solar,PV_storage,2100,0.282363716
Africa_Northern,electricity,solar,PV_storage,2100,0.280199153
Africa_Southern,electricity,solar,PV_storage,2100,0.275541762
Africa_Western,electricity,solar,PV_storage,2100,0.273568227
Australia_NZ,electricity,solar,PV_storage,2100,0.272521652
Brazil,electricity,solar,PV_storage,2100,0.246714494
Canada,electricity,solar,PV_storage,2100,0.129780734
Central America and Caribbean,electricity,solar,PV_storage,2100,0.25133217
Central Asia,electricity,solar,PV_storage,2100,0.214675695
China,electricity,solar,PV_storage,2100,0.239885029
EU-12,electricity,solar,PV_storage,2100,0.165519569
EU-15,electricity,solar,PV_storage,2100,0.183181869
Europe_Eastern,electricity,solar,PV_storage,2100,0.162879869
Europe_Non_EU,electricity,solar,PV_storage,2100,0.219534769
European Free Trade Association,electricity,solar,PV_storage,2100,0.109905752
India,electricity,solar,PV_storage,2100,0.247360719
Indonesia,electricity,solar,PV_storage,2100,0.231764576
Japan,electricity,solar,PV_storage,2100,0.18912206
Mexico,electricity,solar,PV_storage,2100,0.268432483
Middle East,electricity,solar,PV_storage,2100,0.27372128
Pakistan,electricity,solar,PV_storage,2100,0.259618517
Russia,electricity,solar,PV_storage,2100,0.130216352
South Africa,electricity,solar,PV_storage,2100,0.276146447
South America_Northern,electricity,solar,PV_storage,2100,0.243079329
South America_Southern,electricity,solar,PV_storage,2100,0.240659276
South Asia,electricity,solar,PV_storage,2100,0.25478562
South Korea,electricity,solar,PV_storage,2100,0.209226928
Southeast Asia,electricity,solar,PV_storage,2100,0.237728709
Taiwan,electricity,solar,PV_storage,2100,0.199958443
Argentina,electricity,solar,PV_storage,2100,0.232851932
Colombia,electricity,solar,PV_storage,2100,0.218840056
USA,electricity,solar,CSP,1975,0.250000124
Africa_Eastern,electricity,solar,CSP,1975,0.246297381
Africa_Northern,electricity,solar,CSP,1975,0.237111547
Africa_Southern,electricity,solar,CSP,1975,0.237772006
Africa_Western,electricity,solar,CSP,1975,0.24342389
Australia_NZ,electricity,solar,CSP,1975,0.231893253
Brazil,electricity,solar,CSP,1975,0.305748844
Canada,electricity,solar,CSP,1975,0.348881694
Central America and Caribbean,electricity,solar,CSP,1975,0.273932164
Central Asia,electricity,solar,CSP,1975,0.284730779
China,electricity,solar,CSP,1975,0.253152243
EU-12,electricity,solar,CSP,1975,0.25220069
EU-15,electricity,solar,CSP,1975,0.270328965
Europe_Eastern,electricity,solar,CSP,1975,0.330465573
Europe_Non_EU,electricity,solar,CSP,1975,0.279812997
European Free Trade Association,electricity,solar,CSP,1975,2.50E-04
India,electricity,solar,CSP,1975,0.281168953
Indonesia,electricity,solar,CSP,1975,0.333299229
Japan,electricity,solar,CSP,1975,0.384107543
Mexico,electricity,solar,CSP,1975,0.25294355
Middle East,electricity,solar,CSP,1975,0.238139042
Pakistan,electricity,solar,CSP,1975,0.267051929
Russia,electricity,solar,CSP,1975,0.37545867
South Africa,electricity,solar,CSP,1975,0.221167551
South America_Northern,electricity,solar,CSP,1975,0.280587891
South America_Southern,electricity,solar,CSP,1975,0.241142534
South Asia,electricity,solar,CSP,1975,0.275113566
South Korea,electricity,solar,CSP,1975,0.339213182
Southeast Asia,electricity,solar,CSP,1975,0.280020687
Taiwan,electricity,solar,CSP,1975,0.401339283
Argentina,electricity,solar,CSP,1975,0.236884857
Colombia,electricity,solar,CSP,1975,0.324062612
USA,electricity,solar,CSP_storage,1975,0.650000321
Africa_Eastern,electricity,solar,CSP_storage,1975,0.640373191
Africa_Northern,electricity,solar,CSP_storage,1975,0.616490022
Africa_Southern,electricity,solar,CSP_storage,1975,0.618207216
Africa_Western,electricity,solar,CSP_storage,1975,0.632902113
Australia_NZ,electricity,solar,CSP_storage,1975,0.602922459
Brazil,electricity,solar,CSP_storage,1975,0.794946994
Canada,electricity,solar,CSP_storage,1975,0.85
Central America and Caribbean,electricity,solar,CSP_storage,1975,0.712223626
Central Asia,electricity,solar,CSP_storage,1975,0.740300026
China,electricity,solar,CSP_storage,1975,0.658195831
EU-12,electricity,solar,CSP_storage,1975,0.655721795
EU-15,electricity,solar,CSP_storage,1975,0.702855308
Europe_Eastern,electricity,solar,CSP_storage,1975,0.85
Europe_Non_EU,electricity,solar,CSP_storage,1975,0.727513793
European Free Trade Association,electricity,solar,CSP_storage,1975,6.50E-04
India,electricity,solar,CSP_storage,1975,0.731039279
Indonesia,electricity,solar,CSP_storage,1975,0.85
Japan,electricity,solar,CSP_storage,1975,0.85
Mexico,electricity,solar,CSP_storage,1975,0.65765323
Middle East,electricity,solar,CSP_storage,1975,0.61916151
Pakistan,electricity,solar,CSP_storage,1975,0.694335015
Russia,electricity,solar,CSP_storage,1975,0.85
South Africa,electricity,solar,CSP_storage,1975,0.575035633
South America_Northern,electricity,solar,CSP_storage,1975,0.729528517
South America_Southern,electricity,solar,CSP_storage,1975,0.626970589
