"region","sector.name","subsector.name","technology","year","input.capital","capital.overnight","fixed.charge.rate","capacity.factor"
"Africa_Eastern","electricity","solar","PV_storage",2025,"capital",1256,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2030,"capital",1213,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2035,"capital",1177,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2040,"capital",1145,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2045,"capital",1118,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2050,"capital",1095,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2055,"capital",1075,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2060,"capital",1058,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2065,"capital",1043,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2070,"capital",1031,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2075,"capital",1020,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2080,"capital",1011,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2085,"capital",1003,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2090,"capital",996,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2095,"capital",990,0.13,0.282363715819185
"Africa_Eastern","electricity","solar","PV_storage",2100,"capital",985,0.13,0.282363715819185
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",1975,"capital",2742,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",1990,"capital",2742,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2005,"capital",2742,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2010,"capital",2742,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2015,"capital",2742,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2020,"capital",2583,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2025,"capital",2454,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2030,"capital",2348,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2035,"capital",2261,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2040,"capital",2189,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2045,"capital",2131,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2050,"capital",2082,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2055,"capital",2041,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2060,"capital",2008,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2065,"capital",1980,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2070,"capital",1957,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2075,"capital",1937,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2080,"capital",1921,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2085,"capital",1907,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2090,"capital",1895,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2095,"capital",1886,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC CCS)",2100,"capital",1877,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",1975,"capital",1859,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",1990,"capital",1859,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2005,"capital",1859,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2010,"capital",1859,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2015,"capital",1859,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2020,"capital",1780,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2025,"capital",1713,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2030,"capital",1654,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2035,"capital",1605,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2040,"capital",1562,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2045,"capital",1525,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2050,"capital",1493,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2055,"capital",1466,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2060,"capital",1443,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2065,"capital",1423,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2070,"capital",1406,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2075,"capital",1391,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2080,"capital",1378,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2085,"capital",1367,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2090,"capital",1358,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2095,"capital",1350,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (IGCC)",2100,"capital",1343,0.13,0.8
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",1975,"capital",2386,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",1990,"capital",2386,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2005,"capital",2386,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2010,"capital",2386,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2015,"capital",2386,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2020,"capital",2267,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2025,"capital",2172,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2030,"capital",2096,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2035,"capital",2035,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2040,"capital",1985,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2045,"capital",1945,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2050,"capital",1911,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2055,"capital",1883,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2060,"capital",1860,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2065,"capital",1840,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2070,"capital",1823,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2075,"capital",1808,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2080,"capital",1795,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2085,"capital",1783,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2090,"capital",1773,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2095,"capital",1764,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv CCS)",2100,"capital",1755,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",1975,"capital",1239,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",1990,"capital",1239,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2005,"capital",1239,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2010,"capital",1239,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2015,"capital",1239,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2020,"capital",1224,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2025,"capital",1210,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2030,"capital",1196,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2035,"capital",1183,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2040,"capital",1170,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2045,"capital",1159,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2050,"capital",1147,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2055,"capital",1137,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2060,"capital",1127,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2065,"capital",1117,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2070,"capital",1108,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2075,"capital",1099,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2080,"capital",1091,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2085,"capital",1083,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2090,"capital",1075,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2095,"capital",1068,0.13,0.85
"Africa_Eastern","electricity","biomass","biomass (conv)",2100,"capital",1061,0.13,0.85
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",1975,"capital",2045,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",1990,"capital",2045,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2005,"capital",2045,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2010,"capital",2045,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2015,"capital",2045,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2020,"capital",1919,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2025,"capital",1818,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2030,"capital",1736,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2035,"capital",1669,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2040,"capital",1614,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2045,"capital",1569,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2050,"capital",1532,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2055,"capital",1502,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2060,"capital",1477,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2065,"capital",1457,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2070,"capital",1440,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2075,"capital",1425,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2080,"capital",1414,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2085,"capital",1404,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2090,"capital",1396,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2095,"capital",1389,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC CCS)",2100,"capital",1383,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",1975,"capital",1239,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",1990,"capital",1239,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2005,"capital",1239,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2010,"capital",1239,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2015,"capital",1239,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2020,"capital",1187,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2025,"capital",1142,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2030,"capital",1103,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2035,"capital",1070,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2040,"capital",1041,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2045,"capital",1017,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2050,"capital",996,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2055,"capital",977,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2060,"capital",962,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2065,"capital",949,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2070,"capital",937,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2075,"capital",927,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2080,"capital",919,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2085,"capital",912,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2090,"capital",905,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2095,"capital",900,0.13,0.8
"Africa_Eastern","electricity","coal","coal (IGCC)",2100,"capital",895,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",1975,"capital",1797,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",1990,"capital",1797,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2005,"capital",1797,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2010,"capital",1797,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2015,"capital",1797,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2020,"capital",1705,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2025,"capital",1631,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2030,"capital",1573,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2035,"capital",1526,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2040,"capital",1487,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2045,"capital",1456,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2050,"capital",1431,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2055,"capital",1409,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2060,"capital",1392,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2065,"capital",1377,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2070,"capital",1364,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2075,"capital",1352,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2080,"capital",1343,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2085,"capital",1334,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2090,"capital",1326,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2095,"capital",1319,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul CCS)",2100,"capital",1313,0.13,0.8
"Africa_Eastern","electricity","coal","coal (conv pul)",1975,"capital",730,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",1990,"capital",730,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2005,"capital",800,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2010,"capital",850,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2015,"capital",898,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2020,"capital",887,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2025,"capital",877,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2030,"capital",867,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2035,"capital",858,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2040,"capital",849,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2045,"capital",840,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2050,"capital",832,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2055,"capital",824,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2060,"capital",817,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2065,"capital",810,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2070,"capital",803,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2075,"capital",797,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2080,"capital",791,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2085,"capital",785,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2090,"capital",780,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2095,"capital",774,0.13,0.85
"Africa_Eastern","electricity","coal","coal (conv pul)",2100,"capital",769,0.13,0.85
