"region","technology","year","sector.name","subsector.name","input.capital","capital.overnight","fixed.charge.rate","capacity.factor"
"Africa_Eastern","PV_storage",1975,"electricity","solar","capital",1363,0.13,0.2
"Africa_Eastern","PV_storage",1990,"electricity","solar","capital",1363,0.13,0.2
"Africa_Eastern","PV_storage",2005,"electricity","solar","capital",1363,0.13,0.2
"Africa_Eastern","PV_storage",2010,"electricity","solar","capital",1363,0.13,0.2
"Africa_Eastern","PV_storage",2015,"electricity","solar","capital",1363,0.13,0.2
"Africa_Eastern","PV_storage",2020,"electricity","solar","capital",1305,0.13,0.2
"Africa_Eastern","PV_storage",2025,"electricity","solar","capital",1256,0.13,0.2
"Africa_Eastern","PV_storage",2030,"electricity","solar","capital",1213,0.13,0.2
"Africa_Eastern","PV_storage",2035,"electricity","solar","capital",1177,0.13,0.2
"Africa_Eastern","PV_storage",2040,"electricity","solar","capital",1145,0.13,0.2
"Africa_Eastern","PV_storage",2045,"electricity","solar","capital",1118,0.13,0.2
"Africa_Eastern","PV_storage",2050,"electricity","solar","capital",1095,0.13,0.2
"Africa_Eastern","PV_storage",2055,"electricity","solar","capital",1075,0.13,0.2
"Africa_Eastern","PV_storage",2060,"electricity","solar","capital",1058,0.13,0.2
"Africa_Eastern","PV_storage",2065,"electricity","solar","capital",1043,0.13,0.2
"Africa_Eastern","PV_storage",2070,"electricity","solar","capital",1031,0.13,0.2
"Africa_Eastern","PV_storage",2075,"electricity","solar","capital",1020,0.13,0.2
"Africa_Eastern","PV_storage",2080,"electricity","solar","capital",1011,0.13,0.2
"Africa_Eastern","PV_storage",2085,"electricity","solar","capital",1003,0.13,0.2
"Africa_Eastern","PV_storage",2090,"electricity","solar","capital",996,0.13,0.2
"Africa_Eastern","PV_storage",2095,"electricity","solar","capital",990,0.13,0.2
"Africa_Eastern","PV_storage",2100,"electricity","solar","capital",985,0.13,0.2
"Africa_Eastern","biomass (IGCC CCS)",1975,"electricity","biomass","capital",2742,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",1990,"electricity","biomass","capital",2742,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2005,"electricity","biomass","capital",2742,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2010,"electricity","biomass","capital",2742,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2015,"electricity","biomass","capital",2742,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2020,"electricity","biomass","capital",2583,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2025,"electricity","biomass","capital",2454,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2030,"electricity","biomass","capital",2348,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2035,"electricity","biomass","capital",2261,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2040,"electricity","biomass","capital",2189,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2045,"electricity","biomass","capital",2131,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2050,"electricity","biomass","capital",2082,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2055,"electricity","biomass","capital",2041,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2060,"electricity","biomass","capital",2008,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2065,"electricity","biomass","capital",1980,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2070,"electricity","biomass","capital",1957,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2075,"electricity","biomass","capital",1937,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2080,"electricity","biomass","capital",1921,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2085,"electricity","biomass","capital",1907,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2090,"electricity","biomass","capital",1895,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2095,"electricity","biomass","capital",1886,0.13,0.8
"Africa_Eastern","biomass (IGCC CCS)",2100,"electricity","biomass","capital",1877,0.13,0.8
"Africa_Eastern","biomass (IGCC)",1975,"electricity","biomass","capital",1859,0.13,0.8
"Africa_Eastern","biomass (IGCC)",1990,"electricity","biomass","capital",1859,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2005,"electricity","biomass","capital",1859,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2010,"electricity","biomass","capital",1859,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2015,"electricity","biomass","capital",1859,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2020,"electricity","biomass","capital",1780,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2025,"electricity","biomass","capital",1713,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2030,"electricity","biomass","capital",1654,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2035,"electricity","biomass","capital",1605,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2040,"electricity","biomass","capital",1562,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2045,"electricity","biomass","capital",1525,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2050,"electricity","biomass","capital",1493,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2055,"electricity","biomass","capital",1466,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2060,"electricity","biomass","capital",1443,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2065,"electricity","biomass","capital",1423,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2070,"electricity","biomass","capital",1406,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2075,"electricity","biomass","capital",1391,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2080,"electricity","biomass","capital",1378,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2085,"electricity","biomass","capital",1367,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2090,"electricity","biomass","capital",1358,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2095,"electricity","biomass","capital",1350,0.13,0.8
"Africa_Eastern","biomass (IGCC)",2100,"electricity","biomass","capital",1343,0.13,0.8
"Africa_Eastern","biomass (conv CCS)",1975,"electricity","biomass","capital",2386,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",1990,"electricity","biomass","capital",2386,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2005,"electricity","biomass","capital",2386,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2010,"electricity","biomass","capital",2386,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2015,"electricity","biomass","capital",2386,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2020,"electricity","biomass","capital",2267,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2025,"electricity","biomass","capital",2172,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2030,"electricity","biomass","capital",2096,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2035,"electricity","biomass","capital",2035,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2040,"electricity","biomass","capital",1985,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2045,"electricity","biomass","capital",1945,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2050,"electricity","biomass","capital",1911,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2055,"electricity","biomass","capital",1883,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2060,"electricity","biomass","capital",1860,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2065,"electricity","biomass","capital",1840,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2070,"electricity","biomass","capital",1823,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2075,"electricity","biomass","capital",1808,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2080,"electricity","biomass","capital",1795,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2085,"electricity","biomass","capital",1783,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2090,"electricity","biomass","capital",1773,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2095,"electricity","biomass","capital",1764,0.13,0.85
"Africa_Eastern","biomass (conv CCS)",2100,"electricity","biomass","capital",1755,0.13,0.85
"Africa_Eastern","biomass (conv)",1975,"electricity","biomass","capital",1239,0.13,0.85
"Africa_Eastern","biomass (conv)",1990,"electricity","biomass","capital",1239,0.13,0.85
"Africa_Eastern","biomass (conv)",2005,"electricity","biomass","capital",1239,0.13,0.85
"Africa_Eastern","biomass (conv)",2010,"electricity","biomass","capital",1239,0.13,0.85
"Africa_Eastern","biomass (conv)",2015,"electricity","biomass","capital",1239,0.13,0.85
"Africa_Eastern","biomass (conv)",2020,"electricity","biomass","capital",1224,0.13,0.85
"Africa_Eastern","biomass (conv)",2025,"electricity","biomass","capital",1210,0.13,0.85
"Africa_Eastern","biomass (conv)",2030,"electricity","biomass","capital",1196,0.13,0.85
"Africa_Eastern","biomass (conv)",2035,"electricity","biomass","capital",1183,0.13,0.85
"Africa_Eastern","biomass (conv)",2040,"electricity","biomass","capital",1170,0.13,0.85
"Africa_Eastern","biomass (conv)",2045,"electricity","biomass","capital",1159,0.13,0.85
"Africa_Eastern","biomass (conv)",2050,"electricity","biomass","capital",1147,0.13,0.85
"Africa_Eastern","biomass (conv)",2055,"electricity","biomass","capital",1137,0.13,0.85
"Africa_Eastern","biomass (conv)",2060,"electricity","biomass","capital",1127,0.13,0.85
"Africa_Eastern","biomass (conv)",2065,"electricity","biomass","capital",1117,0.13,0.85
"Africa_Eastern","biomass (conv)",2070,"electricity","biomass","capital",1108,0.13,0.85
"Africa_Eastern","biomass (conv)",2075,"electricity","biomass","capital",1099,0.13,0.85
"Africa_Eastern","biomass (conv)",2080,"electricity","biomass","capital",1091,0.13,0.85
"Africa_Eastern","biomass (conv)",2085,"electricity","biomass","capital",1083,0.13,0.85
"Africa_Eastern","biomass (conv)",2090,"electricity","biomass","capital",1075,0.13,0.85
"Africa_Eastern","biomass (conv)",2095,"electricity","biomass","capital",1068,0.13,0.85
"Africa_Eastern","biomass (conv)",2100,"electricity","biomass","capital",1061,0.13,0.85
"Africa_Eastern","coal (IGCC CCS)",1975,"electricity","coal","capital",2045,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",1990,"electricity","coal","capital",2045,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2005,"electricity","coal","capital",2045,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2010,"electricity","coal","capital",2045,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2015,"electricity","coal","capital",2045,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2020,"electricity","coal","capital",1919,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2025,"electricity","coal","capital",1818,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2030,"electricity","coal","capital",1736,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2035,"electricity","coal","capital",1669,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2040,"electricity","coal","capital",1614,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2045,"electricity","coal","capital",1569,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2050,"electricity","coal","capital",1532,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2055,"electricity","coal","capital",1502,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2060,"electricity","coal","capital",1477,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2065,"electricity","coal","capital",1457,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2070,"electricity","coal","capital",1440,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2075,"electricity","coal","capital",1425,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2080,"electricity","coal","capital",1414,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2085,"electricity","coal","capital",1404,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2090,"electricity","coal","capital",1396,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2095,"electricity","coal","capital",1389,0.13,0.8
"Africa_Eastern","coal (IGCC CCS)",2100,"electricity","coal","capital",1383,0.13,0.8
"Africa_Eastern","coal (IGCC)",1975,"electricity","coal","capital",1239,0.13,0.8
"Africa_Eastern","coal (IGCC)",1990,"electricity","coal","capital",1239,0.13,0.8
"Africa_Eastern","coal (IGCC)",2005,"electricity","coal","capital",1239,0.13,0.8
"Africa_Eastern","coal (IGCC)",2010,"electricity","coal","capital",1239,0.13,0.8
"Africa_Eastern","coal (IGCC)",2015,"electricity","coal","capital",1239,0.13,0.8
"Africa_Eastern","coal (IGCC)",2020,"electricity","coal","capital",1187,0.13,0.8
"Africa_Eastern","coal (IGCC)",2025,"electricity","coal","capital",1142,0.13,0.8
"Africa_Eastern","coal (IGCC)",2030,"electricity","coal","capital",1103,0.13,0.8
"Africa_Eastern","coal (IGCC)",2035,"electricity","coal","capital",1070,0.13,0.8
"Africa_Eastern","coal (IGCC)",2040,"electricity","coal","capital",1041,0.13,0.8
"Africa_Eastern","coal (IGCC)",2045,"electricity","coal","capital",1017,0.13,0.8
"Africa_Eastern","coal (IGCC)",2050,"electricity","coal","capital",996,0.13,0.8
"Africa_Eastern","coal (IGCC)",2055,"electricity","coal","capital",977,0.13,0.8
"Africa_Eastern","coal (IGCC)",2060,"electricity","coal","capital",962,0.13,0.8
"Africa_Eastern","coal (IGCC)",2065,"electricity","coal","capital",949,0.13,0.8
"Africa_Eastern","coal (IGCC)",2070,"electricity","coal","capital",937,0.13,0.8
"Africa_Eastern","coal (IGCC)",2075,"electricity","coal","capital",927,0.13,0.8
"Africa_Eastern","coal (IGCC)",2080,"electricity","coal","capital",919,0.13,0.8
"Africa_Eastern","coal (IGCC)",2085,"electricity","coal","capital",912,0.13,0.8
"Africa_Eastern","coal (IGCC)",2090,"electricity","coal","capital",905,0.13,0.8
"Africa_Eastern","coal (IGCC)",2095,"electricity","coal","capital",900,0.13,0.8
"Africa_Eastern","coal (IGCC)",2100,"electricity","coal","capital",895,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",1975,"electricity","coal","capital",1797,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",1990,"electricity","coal","capital",1797,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2005,"electricity","coal","capital",1797,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2010,"electricity","coal","capital",1797,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2015,"electricity","coal","capital",1797,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2020,"electricity","coal","capital",1705,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2025,"electricity","coal","capital",1631,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2030,"electricity","coal","capital",1573,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2035,"electricity","coal","capital",1526,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2040,"electricity","coal","capital",1487,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2045,"electricity","coal","capital",1456,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2050,"electricity","coal","capital",1431,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2055,"electricity","coal","capital",1409,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2060,"electricity","coal","capital",1392,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2065,"electricity","coal","capital",1377,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2070,"electricity","coal","capital",1364,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2075,"electricity","coal","capital",1352,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2080,"electricity","coal","capital",1343,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2085,"electricity","coal","capital",1334,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2090,"electricity","coal","capital",1326,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2095,"electricity","coal","capital",1319,0.13,0.8
"Africa_Eastern","coal (conv pul CCS)",2100,"electricity","coal","capital",1313,0.13,0.8
"Africa_Eastern","coal (conv pul)",1975,"electricity","coal","capital",730,0.13,0.85
"Africa_Eastern","coal (conv pul)",1990,"electricity","coal","capital",730,0.13,0.85
"Africa_Eastern","coal (conv pul)",2005,"electricity","coal","capital",800,0.13,0.85
"Africa_Eastern","coal (conv pul)",2010,"electricity","coal","capital",850,0.13,0.85
"Africa_Eastern","coal (conv pul)",2015,"electricity","coal","capital",898,0.13,0.85
"Africa_Eastern","coal (conv pul)",2020,"electricity","coal","capital",887,0.13,0.85
"Africa_Eastern","coal (conv pul)",2025,"electricity","coal","capital",877,0.13,0.85
"Africa_Eastern","coal (conv pul)",2030,"electricity","coal","capital",867,0.13,0.85
"Africa_Eastern","coal (conv pul)",2035,"electricity","coal","capital",858,0.13,0.85
"Africa_Eastern","coal (conv pul)",2040,"electricity","coal","capital",849,0.13,0.85
"Africa_Eastern","coal (conv pul)",2045,"electricity","coal","capital",840,0.13,0.85
"Africa_Eastern","coal (conv pul)",2050,"electricity","coal","capital",832,0.13,0.85
"Africa_Eastern","coal (conv pul)",2055,"electricity","coal","capital",824,0.13,0.85
"Africa_Eastern","coal (conv pul)",2060,"electricity","coal","capital",817,0.13,0.85
"Africa_Eastern","coal (conv pul)",2065,"electricity","coal","capital",810,0.13,0.85
"Africa_Eastern","coal (conv pul)",2070,"electricity","coal","capital",803,0.13,0.85
"Africa_Eastern","coal (conv pul)",2075,"electricity","coal","capital",797,0.13,0.85
"Africa_Eastern","coal (conv pul)",2080,"electricity","coal","capital",791,0.13,0.85
"Africa_Eastern","coal (conv pul)",2085,"electricity","coal","capital",785,0.13,0.85
"Africa_Eastern","coal (conv pul)",2090,"electricity","coal","capital",780,0.13,0.85
"Africa_Eastern","coal (conv pul)",2095,"electricity","coal","capital",774,0.13,0.85
"Africa_Eastern","coal (conv pul)",2100,"electricity","coal","capital",769,0.13,0.85
"Africa_Eastern","gas (CC CCS)",1975,"electricity","gas","capital",651,0.13,0.8
"Africa_Eastern","gas (CC CCS)",1990,"electricity","gas","capital",651,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2005,"electricity","gas","capital",651,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2010,"electricity","gas","capital",651,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2015,"electricity","gas","capital",651,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2020,"electricity","gas","capital",617,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2025,"electricity","gas","capital",591,0.13,0.8
"Africa_Eastern","gas (CC CCS)",2030,"electricity","gas","capital",569,0.13,0.8
